GroupName	GroupID	GroupORFs
nucleosomal histone binding	GO:0031493	YDR440W YLR442C
regulation of mating type switching	GO:0031494	YMR043W
positive regulation of mating type switching	GO:0031496	YJL176C YDR146C YOR290C YPL016W
chromatin assembly	GO:0031497	YFR036W YGL240W YLR102C YOR249C
TRAMP complex	GO:0031499	YNR024W YIL079C YIL079C YNL299W YOL115W YJR036C YJL050W YJL050W YJL050W YDL175C YDL175C YOL115W YDL175C YJL050W YOL115W
mannosyltransferase complex	GO:0031501	YNL158W YBR004C YNL158W YBR004C
dolichyl-phosphate-mannose-protein mannosyltransferase complex	GO:0031502	YAL023C YDL095W YDL095W YAL023C YDL093W YDL095W YAL023C YOR321W
protein complex localization	GO:0031503	YOL082W YOL083W YOL083W
fungal-type cell wall organization	GO:0031505	YGR023W YDL203C YJR066W YLR433C YJL058C YNL322C YGR143W YMR068W YLR414C YLR300W YKL129C YER155C YLR425W YKL096W YGR189C YLR110C YOL013C YHR181W YNL029C YOL109W YJL158C YBL007C YLR121C YKR100C YIL123W YMR109W YKL096W YDR144C YJL174W YHR102W YOL109W YKL181W YCR032W YKL096W-A YLR332W YOL078W YOR008C YCL051W YDL047W YKL096W-A YNL006W YHR079C YCR017C YLR425W YGR023W YKL163W YDR349C YLR433C YPR030W YFL039C YPL031C YHR102W YMR022W YDR351W YDL222C YER093C YPR159W YER093C YKL190W YLR194C YPL180W YBL105C YLR332W YGR282C YER033C YOL061W YJL083W YHR079C YLR194C YKL190W YDR077W YER099C YMR307W YNL283C YCL051W YBR078W YDR055W YHR079C YHR103W YJR104C YPL053C YLR120C YDR261C YHR103W YNL090W YHR181W YKL164C YCL048W YBR067C YIR039C YLR390W-A YJL159W YGR189C YEL040W YDR528W YBL068W YDR077W YBR005W YLR110C YNL313C YDR351W YNL243W YLR110C YKR019C YNL283C YJR013W YIL026C YOL155C YOR247W YJL042W YIL085C YEL040W YDR420W YHL011C YLR390W-A
heterochromatin assembly	GO:0031507	YLR442C
SUMO activating enzyme complex	GO:0031510	YPR180W YDR390C
tRNA (m1A) methyltransferase complex	GO:0031515	YJL125C YJL125C YNL062C YNL062C YJL125C
CBF3 complex	GO:0031518	YGR140W YMR094W YMR094W YMR168C YDR328C YMR168C YGR140W YMR094W YDR328C YDR328C YGR140W YMR168C YDR328C
actin cytoskeleton reorganization	GO:0031532	YCR009C YPR165W YPR165W
mRNA cap methyltransferase complex	GO:0031533	YGL130W YPL228W YPL228W YGL130W YGL130W
transcription antitermination	GO:0031564	YGR116W YGL043W YGL043W YNL222W YGR116W YGL043W
G2/M transition size control checkpoint	GO:0031569	YJL187C YJL187C
mitotic cell cycle G1/S transition DNA damage checkpoint	GO:0031571	YDR217C YDL074C YGL058W YGL058W YDL074C
intra-S DNA damage checkpoint	GO:0031573	YPL194W YDR363W YDR363W YNL262W YDR217C YNL262W YCL061C YMR190C YDL074C YMR190C YNL262W YNL262W YPL194W
mitotic cell cycle G1/S transition checkpoint	GO:0031575	YPL194W YPL194W
G2/M transition checkpoint	GO:0031576	YPL194W YPL194W
spindle checkpoint	GO:0031577	YGL116W YJR089W YPL209C
mitotic cell cycle spindle orientation checkpoint	GO:0031578	YOR233W YOR233W YAL047C YOR233W YJR053W YOR233W YHR115C YJR053W YNL116W YMR055C YHR115C YNL116W YAL024C YMR055C YAL047C YOR014W
AMP-activated protein kinase complex	GO:0031588	YER027C YGL115W YER027C YGL208W YDR422C YDR477W YGL208W YGL115W YDR422C YDR422C YDR477W YDR477W YGL115W YGL208W YDR422C YGL115W YER027C YDR477W
cell-substrate adhesion	GO:0031589	YAL063C YHR211W
wybutosine biosynthetic process	GO:0031591	YGL050W YOL141W YPL207W YPL207W YML005W YOL141W YPL207W YML005W YML005W YGL050W
polyubiquitin binding	GO:0031593	YGR048W YHR200W
ubiquitin protein ligase binding	GO:0031625	YLR127C YKR021W YDL132W YPR030W YOR018W YJL151C YJL151C YOR322C YFR022W YGR068C YBL101C YJL084C YJL151C YDR181C YGR003W YJL151C YJL047C YJL151C YJL151C
regulation of protein stability	GO:0031647	YPL031C YPL031C YIL050W YHR071W
protein destabilization	GO:0031648	YPL042C
G-protein beta/gamma-subunit complex binding	GO:0031683	YOR281C YER020W YHR005C YDR183W
heterotrimeric G-protein complex cycle	GO:0031684	YJR086W YOR212W YHR005C
protection from non-homologous end joining at telomere	GO:0031848	YNL216W
telomeric 3' overhang formation	GO:0031860	YMR190C YOR033C
early endosome membrane	GO:0031901	YDR202C YDR468C YDR264C YKL039W
late endosome membrane	GO:0031902	YCL008C YBL017C YCR068W YPL065W YOR171C YOR357C YGR223C YJL151C YML121W YCR094W YMR197C YDR456W YKL143W YGR206W YBR077C YKR007W YLR119W YGR163W YBR131W YGL124C YDR468C YCR094W YDR069C
TOR signaling cascade	GO:0031929	YMR068W YER093C YOL078W YNL006W YIL105C YHR186C YMR028W YDL047W YGL197W YKR028W YHR082C YNL006W YJL058C YPL180W YNL047C YKL203C YJR066W YJR066W YKL203C YKL203C YLR150W YHR082C YJR066W
mitochondria-nucleus signaling pathway	GO:0031930	YBL103C YBL103C YGL252C YNL076W YOL067C YOL067C YNL006W YJR066W YGL252C
TORC1 complex	GO:0031931	YNL006W YHR186C YPL180W YKL203C YJR066W
TORC2 complex	GO:0031932	YOL078W YKL203C YJL058C YER093C YMR068W YNL006W
mating-type region heterochromatin	GO:0031934	YAL019W YGR063C
negative regulation of chromatin silencing	GO:0031936	YGR270W YPL127C YGR270W YDR216W YGR270W YNL216W YPL128C
regulation of chromatin silencing at telomere	GO:0031938	YBR279W YNL261W YGL244W YOL145C YLR103C YLR399C YBR279W YDL017W YIL063C YGL244W YLR293C YNL021W YJL194W
negative regulation of chromatin silencing at telomere	GO:0031939	YBR095C YOL004W YOL004W YMR263W YOR230W YNL330C YPL181W YAL013W YNL330C YLR274W YIR018W YOR229W YNL330C YBR095C YBR103W YBR095C YNL330C YPL139C YAL013W YBR103W YAL013W YMR263W YIL084C YPL015C YNL097C YAL013W YAL013W YAL013W YNL097C YIL084C YNL097C
positive regulation of chromatin silencing at telomere	GO:0031940	YAL051W
filamentous actin	GO:0031941	YAL029C YOR326W
i-AAA complex	GO:0031942	YMR115W YCL044C YPR024W YCL044C
positive regulation of protein autophosphorylation	GO:0031954	YLR006C YKL048C YKL048C
medium-chain fatty acid-CoA ligase activity	GO:0031956	YER015W
very long-chain fatty acid-CoA ligase activity	GO:0031957	YBR041W YER015W YIL009W
nuclear membrane	GO:0031965	YOR046C YFR002W YDR205W YIL040W YER120W YGL092W YGL093W YMR129W YJL061W YGL075C YDR532C YDL089W YKR044W YDL207W YGL247W YMR065W YMR153W YML103C YBL079W YDL193W YKL057C YHR036W YJR042W YLR265C YPR174C YKL021C YAR027W YDR192C YEL017W YAR002W YLR229C YOR311C YBR070C YDR477W YJL041W YML107C YKR082W YDL116W YLR335W YMR255W YBR170C YOR254C YJL073W YIL115C YIL016W YER105C YMR165C YLR018C YHL020C YPL200W YHR004C YNL012W YAL009W YHR036W YDL088C YMR165C YER123W YER120W YGL172W YNL149C YJL080C YER107C YJL019W YGR119C YML031W YKL068W YJL039C YOR098C YMR047C YBR150C YGL247W
mitochondrial membrane	GO:0031966	YNL305C YER182W YML030W YKL084W YKL037W YGR243W YNL256W YPL099C YBR147W YML129C YOR089C YML061C YDR326C YPL206C YPR020W YLL041C YIL087C YOR090C YBR150C YPL215W YLR356W YMR177W YMR243C YJL178C Q0130 YNR018W YOR271C YLR390W YJL066C YPL224C Q0080 YPL103C YPR155C YER017C YLR077W YGR236C YGL104C YGL057C YBR029C YJL161W YLR426W YHR155W YOR316C YDR508C YMR003W YLR283W YPL172C YML086C YDR438W YDR079W YPL168W YDR027C YJL003W YPR061C YPR097W YKL148C YER140W YMR157C YOL053W YMR089C YML081C-A YPL172C
vesicle	GO:0031982	YFL005W YOR326W YGL106W YDR003W
mRNA export from nucleus in response to heat stress	GO:0031990	YML103C YKR082W YDR192C YDL088C YDL116W YJL140W YKL068W YDR192C YDR192C YLR335W YAR002W YKL057C
positive regulation of fatty acid beta-oxidation	GO:0032000	YOR363C YAL051W YOR363C
regulation of TOR signaling cascade	GO:0032006	YEL062W YPL160W YHL023C YPL160W
negative regulation of TOR signaling cascade	GO:0032007	YGL073W
regulation of ARF protein signal transduction	GO:0032012	YBL060W YDR170C YJR031C YPR095C YEL022W
positive regulation of ARF protein signal transduction	GO:0032014	YPR095C YPR095C
myosin II heavy chain binding	GO:0032038	YGL106W
small-subunit processome	GO:0032040	YPR144C YHR148W YJL191W YML093W YGR090W YDR339C YNL075W YCR031C YNL075W YIL091C YJR002W YBR189W YLL011W YMR128W YDR339C YDL014W YEL026W YLR409C YLR186W YJR002W YCR057C YER082C YGL123W YMR229C YGR128C YPL090C YPL126W YPL081W YDR324C YMR093W YLR222C YHR148W YCL059C YLR222C YBR181C snR17a YJL069C YOR078W YIL091C YLR197W YLR129W YBL004W YLR409C YOR310C YDR449C YPR137W YKL099C YOR096W YML093W YDL153C YDR398W YOR004W YDL148C YJL109C YOR004W YKL099C snR17b YHR196W YNL096C
NAD-dependent histone deacetylase activity (H3-K14 specific)	GO:0032041	YDL042C YDL042C YPL116W YGL194C YNL330C YNL021W YPR068C
mitochondrial DNA metabolic process	GO:0032042	YOL095C
DSIF complex	GO:0032044	YGR063C YML010W
guanyl-nucleotide exchange factor complex	GO:0032045	YDR211W YOR260W YOR260W YLR291C YLR291C YLR039C YOR260W YGR083C YDR211W YGR083C YDR211W YKR026C YDR137W YDR211W
cardiolipin metabolic process	GO:0032048	YLR168C YLR193C YPR140W YGR110W YLR193C YGR110W
cardiolipin biosynthetic process	GO:0032049	YGR046W YCL004W YHR100C YGR046W
negative regulation of translation in response to stress	GO:0032055	YHL034C
positive regulation of translation in response to stress	GO:0032056	YER035W YJL087C YGL222C YJL087C
cortical protein anchoring	GO:0032065	YCL027W YDR150W
positive regulation of nuclease activity	GO:0032075	YLR270W YLR270W
negative regulation of endodeoxyribonuclease activity	GO:0032078	YNL250W
positive regulation of endodeoxyribonuclease activity	GO:0032079	YOR359W YOR359W YGL163C YJR045C
positive regulation of protein binding	GO:0032092	YGR239C
SAM domain binding	GO:0032093	YLR362W YCL032W
SMC loading complex	GO:0032116	YER147C YBL097W YDR180W YLR086W
ascospore-type prospore membrane assembly	GO:0032120	YBR148W YPL027W YKL096W YLR189C YNR049C YLL040C
eisosome	GO:0032126	YPL004C YMR086W YMR031C YIL105C YGR130C YMR031C YMR031C YDR490C YOL100W YML052W YGR086C
histone deacetylase activity (H3-K9 specific)	GO:0032129	YGL194C YNL330C YPL116W YPR068C YNL021W
chromosome passenger complex	GO:0032133	YJR089W YHR199C-A YBR156C YPL209C
DNA insertion or deletion binding	GO:0032135	YMR167W YOL090W YCR092C YNL082W
guanine/thymine mispair binding	GO:0032137	YHR120W YOL090W YDR097C
single base insertion or deletion binding	GO:0032138	YOL090W YOL090W YDR097C YDR097C
dinucleotide insertion or deletion binding	GO:0032139	YHR120W YMR167W YNL082W
activation of protein kinase activity	GO:0032147	YPR185W YLR423C
septin filament array	GO:0032160	YCR002C YJR076C YHR107C YLR314C
cellular bud neck septin collar	GO:0032174	YCL024W YNL233W
cellular bud neck split septin rings	GO:0032177	YOR127W YDR379W
small conjugating protein binding	GO:0032182	YLR128W
SUMO binding	GO:0032183	YOR191W YDL013W YDL013W
SUMO polymer binding	GO:0032184	YDR285W
septin cytoskeleton organization	GO:0032185	YCR030C YCR030C YCR030C
cellular bud neck septin ring organization	GO:0032186	YOR014W YHR115C YDL225W YOR014W YNL116W
transposition	GO:0032196	YML039W YDR365W-B YBL100W-B YDR098C-B YJL113W YHR214C-B YGR161C-D YNL284C-B YDR316W-B YFL002W-A YPR158C-D YPL257W-B YOR343W-B YJR029W YMR050C YMR045C YHL009W-B YOR142W-B YDR261W-B YJR027W YDR210W-B YCL019W YDR034C-D YNL206C YDR210C-D YPR137C-B YOR192C-B YBL005W-B YER138C YLR227W-B YGR161W-B YER160C YBR012W-B YML045W YLR035C-A YLR410W-B YPR158W-B YGR027W-B YNL054W-B YGR038C-B YLR157C-B YDR261C-D YOL103W-B YAR009C YER104W
transposition, RNA-mediated	GO:0032197	YDR210C-D YDR098C-A YOR343W-B YOR142W-A YLR256W-A YDR316W-A YOR192C-A YLR410W-A YLR410W-B YGR109W-A YPR158C-D YGR027W-A YAR010C YDR034C-D YBR012W-A YML045W-A YML045W YJR027W YGR109W-B YDR261C-D YGR027W-B YPL257W-B YCL074W YJL113W YGR038C-B YLR227W-B YBL005W-B YBR012W-B YMR045C YDR210C-C YMR046C YNL284C-A YIL082W-A YJR028W YDR261W-B YMR051C YDR034C-C YER160C YBL005W-A YFL002W-A YDR210W-A YOR142W-B YDR365W-A YHL009W-A YKL149C YMR050C YPR158W-A YPR137C-A YJL114W YDR261W-A YJR026W YPR158W-B YLR227W-A YCL020W YIL080W YDR210W-B YHL009W-B YPL257W-A YOL103W-B YAR009C YER138C YOR343W-A YDR365W-B YHR214C-C YGR038C-A YCL075W YNL284C-B YDR261C-C YGR161W-B YPR158C-C YOL103W-A YLR157C-A YGR161C-C YGR161C-D YJR029W YHR214C-B YCL019W YGR161W-A YER137C-A YNL054W-B YML040W YDR316W-B YPL060C-A YML039W YDR170W-A YOR192C-B YLR035C-A YPR137C-B YDR098C-B YBL100W-A YBL100W-B YLR157C-B YER159C-A YFL002W-B YNL054W-A
telomere organization	GO:0032200	YFR027W
negative regulation of telomere maintenance	GO:0032205	YLR010C
regulation of telomere maintenance via telomerase	GO:0032210	YDL220C YPL157W YPL157W
negative regulation of telomere maintenance via telomerase	GO:0032211	YPL128C YDR082W YGR280C YGR280C YML061C YML061C YDR082W YGR280C
positive regulation of telomere maintenance via telomerase	GO:0032212	YKL117W YPL240C YKL117W YPL240C YPL240C
glucosaminyl-phosphotidylinositol O-acyltransferase activity	GO:0032216	YJL091C YJL091C
riboflavin transporter activity	GO:0032217	YOR306C
riboflavin transport	GO:0032218	YOR306C
plasma membrane fusion involved in cytogamy	GO:0032220	YNL279W YNL279W YNL279W YNL279W
Rpd3S complex	GO:0032221	YNL330C YPR023C YPR023C YNL330C YMR075W YMR075W YPL139C YOL004W YPL139C YOL004W
positive regulation of actin filament bundle assembly	GO:0032233	YOR181W
CVT pathway	GO:0032258	YBL078C YJL083W YGL005C YGL223C YNL041C YDR108W YMR159C YGL095C YGL180W YKR019C YDR108W YBR217W YPR049C YGL180W YHR171W YFR021W YNL223W YNL051W YER157W YLL042C YNL242W YPR105C YJL036W YPR049C YJL036W YFR021W YDL029W YPL120W YPL120W YJL178C YOL082W YDL149W YGR120C YHR171W YFR021W YNL242W YMR218C YFL038C YPL149W YPR185W YML071C YOL018C YPL100W YDL113C YBR128C YNR007C YLR431C
methylation	GO:0032259	YDR140W YIL110W YDR140W YCR047C YER175C YHR209W YLR285W YGL136C YHL039W YDL200C YDR120C YBR261C YKL155C YDL201W YNL061W YDR410C YBL024W YOL141W YNL063W YOL124C YCL054W YDR408C YPL208W YOL093W YBR030W YDR316W YML014W YBR061C YLR186W YDR435C YMR321C YOL096C YDR440W YPL030W YBR133C YBR034C YDR083W YDR198C YLR137W YBL013W YCL055W YCL054W YJL125C YGR157W YER091C YOR239W YOL125W YHR109W YJR073C YPL273W YGL192W YDR257C YHR119W YBR061C YGL050W YPL266W YDL014W YGR001C YGL136C YOR201C YML008C YOR074C YBR236C YIL064W YHR070W YPL157W YBR176W YDR465C YDL112W YGR001C YOL124C YLR172C YDR435C YKR069W YLL062C YKR056W YHR207C YOL141W YML110C YJL168C
GMP salvage	GO:0032263	YDR399W YDR399W YDR399W
IMP salvage	GO:0032264	YML035C YDR399W YDR399W YDR399W
XMP salvage	GO:0032265	YJR133W
phosphatidylinositol-3-phosphate binding	GO:0032266	YJR125C YJL036W YDL113C YDR311W YHR193C YMR004W YJL036W YFR019W YHR105W YKR078W YDL113C YBR260C YDR425W YML104C YOR069W YOL139C YPL115C YBR200W YOR357C YGL212W YDR313C YGL105W YOR132W YKR031C YDR323C YJL178C YNR006W YLR417W YBR260C
negative regulation of DNA-dependent DNA replication initiation	GO:0032297	YKL022C
ribonuclease H2 complex	GO:0032299	YNL072W YDR279W YLR154C
mismatch repair complex	GO:0032300	YDL154W YHR120W YFL003C
MutSalpha complex	GO:0032301	YPR052C YOL090W YDR097C YOL090W
MutSbeta complex	GO:0032302	YOL090W YCR092C YOL090W
regulation of ARF GTPase activity	GO:0032312	YNL204C YGL181W YDL226C YDR524C YIL044C YER122C
regulation of Rab GTPase activity	GO:0032313	YOR070C YMR192W YGR100W YOL112W YDL234C YMR218C YJL044C YHL029C YPL249C YDR407C YFL027C YMR055C YNL293W
positive regulation of Ras GTPase activity	GO:0032320	YPL242C YOL081W YBR140C YKL092C
intracellular sterol transport	GO:0032366	YDL046W YDR051C YDL046W YLR242C
regulation of intracellular lipid transport	GO:0032377	YER120W
regulation of intracellular transport	GO:0032386	YJL084C YKR021W
MutLalpha complex	GO:0032389	YMR167W YNL082W YLR035C
MutLbeta complex	GO:0032390	YPL164C YMR167W
DNA geometric change	GO:0032392	YGL163C YBR073W
protein complex binding	GO:0032403	YPL065W YMR067C YPL065W
actin filament bundle	GO:0032432	YDR126W YIL138C YOR239W YFL039C YDR129C YNL079C YOR326W YFL039C YFL039C
negative regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032435	YBL057C YBL057C
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	YDL020C YDL020C YDL020C
2-alkenal reductase [NAD(P)] activity	GO:0032440	YBR046C
regulation of ergosterol biosynthetic process	GO:0032443	YER125W YPL170W YER125W YPL170W
fructose import	GO:0032445	YFR053C YGL253W
protein modification by small protein conjugation	GO:0032446	YHR171W
protein urmylation	GO:0032447	YGL211W YHR111W YMR312W YIL008W YHR111W YGR200C YNL229C YNL119W
maltose alpha-glucosidase activity	GO:0032450	YBR299W YGR292W YGR292W YBR299W
histone demethylase activity (H3-K4 specific)	GO:0032453	YJR119C YJR119C YJR119C
histone demethylase activity (H3-K9 specific)	GO:0032454	YER169W
endocytic recycling	GO:0032456	YFL038C YPL183C YBR246W
positive regulation of protein oligomerization	GO:0032461	YML029W YLR181C
regulation of cytokinesis	GO:0032465	YPL209C YBR156C
external side of mitochondrial outer membrane	GO:0032473	YLL013C YJR091C
DNA duplex unwinding	GO:0032508	YMR190C YDR291W YIL009C-A YPL235W YJL092W YDR190C
endosome transport via multivesicular body sorting pathway	GO:0032509	YJL151C YGR206W
late endosome to vacuole transport via multivesicular body sorting pathway	GO:0032511	YIL076W YGL137W YIL076W YKR035W-A YGL137W YNL265C YDR486C YPR173C YOL129W YAL002W YDR153C YJR125C YER125W YLR181C YJR044C YER125W
negative regulation of phosphoprotein phosphatase activity	GO:0032515	YFR003C YFR003C
positive regulation of phosphoprotein phosphatase activity	GO:0032516	YFR003C
protein exit from endoplasmic reticulum	GO:0032527	YDL095W YDL065C YAL023C YOL018C
cortical endoplasmic reticulum	GO:0032541	YOR086C YDL019C YOR165W YLR404W YOR171C YDR294C YNL087W YDL204W YHR001W YKR003W YHR073W YIL090W YJL145W YDR233C YML072C
sulfiredoxin activity	GO:0032542	YKL086W YKL086W YKL086W
mitochondrial translation	GO:0032543	YPL013C YKR085C YGL143C YNL185C tH(GUG)Q YLR439W YMR188C YKR006C tK(CUU)C tL(UAA)Q YIL051C YLR439W YBL038W YKL155C YMR097C YNL005C Q0140 tK(CUU)F YJR101W YHR147C tK(CUU)G3 YHL004W YDR175C YKL170W YDL045W-A tK(CUU)M YHR075C YKL138C YMR286W YNL252C YDR115W YPL173W YNL252C YDR405W YPL040C YDR322W YHR147C YMR225C YPL173W YIL093C YDR337W YLR139C YKL003C tK(CUU)D1 YOR187W tK(CUU)J 15S_rRNA YPR033C YOR158W YML025C YNR036C YDR347W tK(CUU)G1 YKL003C YDL202W YJL096W YOR150W YNR022C YDR237W tK(CUU)D2 YHR091C YOR150W tK(CUU)P YDR462W YNR037C YCR046C YNL073W YGR084C YDR116C YPR100W YMR193W YLR312W-A YKL170W YCR071C YDR322W YGR215W YPL118W tK(CUU)E1 YNL081C YDL045W-A YJL096W YGR076C YHR038W YPL118W YOR187W YOL033W YPR166C YNL177C YMR097C YNL306W YMR158W YBR251W tK(CUU)K tK(CUU)I YCR003W YBL080C YBR268W YGL129C YGR165W YDR405W YKL167C YJR113C YLR069C YER050C tK(CUU)G2 YLR382C YGR084C YMR024W YML009C 21S_rRNA YBR122C YNL137C YDR041W YBL090W YLR312W-A YNL284C YOL023W YPL183W-A YBR146W tK(CUU)E2 YBR282W YHR189W tD(GUC)Q YJL063C
CURI complex	GO:0032545	YLR223C YOR039W YCL031C YPR104C YGR090W
ribonucleoside binding	GO:0032549	YOR151C YOR207C YOR116C YPR010C
ATP-dependent 5'-3' RNA helicase activity	GO:0032575	YLR430W
Golgi cisterna membrane	GO:0032580	YKL004W YDR372C
ER-dependent peroxisome organization	GO:0032581	YLR440C YDR329C YNL258C YDR329C YDL065C
multivesicular body membrane	GO:0032585	YCR068W YBR131W YGL124C
ruffle membrane	GO:0032587	YNL271C
integral to mitochondrial membrane	GO:0032592	YIL157C YBR238C YNR041C YLR393W YPL215W YGR174C
protein transport into membrane raft	GO:0032596	YBL069W YBL069W
Piccolo NuA4 histone acetyltransferase complex	GO:0032777	YFL024C YHR090C YFL024C YOR244W
negative regulation of ATPase activity	GO:0032780	YDL130W-A YCR021C YDL181W
positive regulation of ATPase activity	GO:0032781	YNL224C YNL281W YDR214W YDR320C YNL224C
regulation of transcription elongation, DNA-dependent	GO:0032784	YML010W YGR116W YGL043W
positive regulation of transcription elongation, DNA-dependent	GO:0032786	YML112W YJL006C YKL139W YGR063C
ribosome disassembly	GO:0032790	YKR084C YNL001W
GTPase activating protein binding	GO:0032794	YOR371C YAL056W
carboxy-terminal domain protein kinase complex	GO:0032806	YML112W YJL006C YKL139W
DNA ligase IV complex	GO:0032807	YLR265C YOR005C YGL090W
distributive segregation	GO:0032837	YJL013C
positive regulation of Rab GTPase activity	GO:0032851	YPL249C YFL027C YGR100W YJL044C YMR055C YDL234C YHL029C YNL293W YOL112W YOR070C YMR192W
activation of Rab GTPase activity	GO:0032858	YOR370C YOR370C
activation of Rho GTPase activity	GO:0032862	YGR070W YLR371W
ERMES complex	GO:0032865	YOL009C YAL048C YOL009C YAL048C YAL010C YGL219C YAL010C YLL006W YLL006W YLL006W
D-xylose:NADP reductase activity	GO:0032866	YHR104W YHR104W
regulation of stress-activated MAPK cascade	GO:0032872	YDR168W YDR168W
positive regulation of stress-activated MAPK cascade	GO:0032874	YBR103W YGL194C YCR033W
regulation of establishment or maintenance of cell polarity	GO:0032878	YPL031C YDL179W YDL179W YDL127W YNL289W YNL289W YDL127W
regulation of protein localization	GO:0032880	YMR273C YBR160W YNL098C YPR165W YOL001W YBR111W-A YML109W YER075C YOR208W YER125W YBR160W YAR014C YHR205W YPL239W YER125W YPL031C YPL239W
regulation of mitotic spindle elongation	GO:0032888	YGR098C YGR098C
regulation of vacuole fusion, non-autophagic	GO:0032889	YLR229C YPL045W YDL077C YGR254W YPR165W YLR148W YDL135C YML001W YDR080W YHR174W YGR254W YML001W YDL234C YMR231W YLR396C YHR174W
sterol binding	GO:0032934	YJL079C YJL079C YKR013W YOL164W
protein complex scaffold	GO:0032947	YHR107C YGR274C YGR274C YMR223W YGR274C YBR198C YML029W YMR224C YDR145W YCR002C YMR223W YHL030W YPR049C YMR236W YLR423C YML062C YDR138W YMR224C YBR200W YGL112C YDR167W
regulation of actin cytoskeleton organization	GO:0032956	YER125W YGL160W
inositol phosphate biosynthetic process	GO:0032958	YDR173C YLR410W YDR315C YDR017C YPL268W YDR017C YDR315C YDR017C YDR315C YDR173C
positive regulation of transcription elongation from RNA polymerase II promoter	GO:0032968	YER068W YOR259C YGR252W YOR123C YGR063C YLR418C YIL038C YCR052W YOR244W YGL043W YGL048C YER068W YBR279W YDR432W YDR432W YMR039C YPR072W YNR052C YNL288W YAL021C YML010W YGR252W YNR052C YGR134W YGL244W YNL068C YNL288W YCR093W YGR134W YIL038C YOR244W YAL021C YCR093W YPR072W YDL165W YER068W YNL068C YDL165W YBR034C YML010W
amino acid export	GO:0032973	YNL065W YNL065W
amino acid export from vacuole	GO:0032974	YER119C YCL038C YKL146W YNL101W YNL101W YKL146W
membrane insertase activity	GO:0032977	YGR062C YGR062C YGR062C YER154W YGR062C YER154W
protein insertion into mitochondrial membrane from inner side	GO:0032979	YBR185C YGR062C YDL107W YDL107W YER154W YGR062C YER154W YOR266W YER154W YGR062C YOR266W YDR375C YDL107W YER154W YGR062C YDL107W YOR266W YDR375C YER154W
regulation of fungal-type cell wall biogenesis	GO:0032995	YGR229C YGR229C
tetrapyrrole biosynthetic process	GO:0033014	YOR278W YDL205C YGL040C YDR232W
Rhp55-Rhp57 complex	GO:0033062	YDR076W YDR004W
NuA3 histone acetyltransferase complex	GO:0033100	YBL052C YJR082C YPL129W YPL129W YOR064C YPR031W YBL052C YOR064C
cellular bud membrane	GO:0033101	YLL028W YBR086C YDR373W YPR149W YBR086C YGR221C YOL158C YKR100C YNR049C YBR016W
cis-Golgi network membrane	GO:0033106	YKR068C
mitochondrial respiratory chain complex assembly	GO:0033108	YBL059C-A YDR512C YKL053C-A YHR116W YLR218C YEL059C-A YDL045W-A
CVT vesicle membrane	GO:0033110	YBL078C
endoplasmic reticulum-Golgi intermediate compartment membrane	GO:0033116	YGR105W YML067C
FFAT motif binding	GO:0033149	YER120W YER120W
glycolipid 6-alpha-mannosyltransferase activity	GO:0033164	YGL038C YGL065C
proton-transporting two-sector ATPase complex, proton-transporting domain	GO:0033177	YEL027W YPL234C YLR447C YHR026W Q0130 YMR054W YOR270C
proton-transporting two-sector ATPase complex, catalytic domain	GO:0033178	YOR332W YDL185W YJR121W YBL099W YGR020C YBR127C
proton-transporting V-type ATPase, V0 domain	GO:0033179	YPL234C YCL005W-A YEL027W YLR447C YHR026W
proton-transporting V-type ATPase, V1 domain	GO:0033180	YBR127C YKL080W YGR020C
positive regulation of histone ubiquitination	GO:0033184	YLR226W
CAF-1 complex	GO:0033186	YML102W YBR195C YPR018W
response to hydroperoxide	GO:0033194	YML028W
inositol heptakisphosphate 5-kinase activity	GO:0033200	YDR017C
DNA helicase A complex	GO:0033203	YKL017C
cell cycle cytokinesis	GO:0033205	YJR076C YLR314C YCR002C YHR107C YDL225W YMR200W
iron assimilation by reduction and transport	GO:0033215	YER145C YMR058W
cysteine transmembrane transporter activity	GO:0033229	YLL055W YLL055W
vacuolar transporter chaperone complex	GO:0033254	YER072W YPL019C YJL012C YFL004W
SAS acetyltransferase complex	GO:0033255	YOR213C YOR213C YDR181C YMR127C YMR127C
regulation of DNA replication involved in S phase	GO:0033262	YDR303C YLR321C
CORVET complex	GO:0033263	YLR148W YMR231W YAL002W YPL045W YDR495C YLR396C
SBF transcription complex	GO:0033309	YNL309W YER111C YOR083W YER111C YLR182W YLR182W YER111C YER111C YLR182W YLR182W YLR182W
mitotic cell cycle DNA replication checkpoint	GO:0033314	YNL262W YKL108W
peroxisome membrane targeting sequence binding	GO:0033328	YDL065C
secretory granule organization	GO:0033363	YEL022W
protein localization to organelle	GO:0033365	YPL051W
geranyl diphosphate biosynthetic process	GO:0033384	YJL167W YPL069C
geranylgeranyl diphosphate biosynthetic process	GO:0033386	YPL069C
putrescine biosynthetic process from ornithine	GO:0033387	YKL184W
galactose catabolic process via UDP-galactose	GO:0033499	YBR019C YBR019C YBR018C YBR020W YBR018C YBR020W
L-lysine catabolic process to acetyl-CoA via saccharopine	GO:0033512	YDR148C
fatty acid beta-oxidation using acyl-CoA oxidase	GO:0033540	YGL205W YGL205W
